SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2019,NPOPCHG_2019,BIRTHS2019,DEATHS2019,NATURALINC2010,NATURALINC2019,INTERNATIONALMIG2019,GQESTIMATES2019,RBIRTH2019,RDEATH2019
50,2,4,29,189,Missouri,St. Louis County,994205,-1014,11089,10264,619,825,1722,19318,11.14795036,10.31856457
50,2,4,29,195,Missouri,Saline County,22761,-129,240,241,36,-1,45,1489,10.51455609,10.55836674
50,2,4,29,197,Missouri,Schuyler County,4660,66,76,49,7,27,2,47,16.42532959,10.59001513
50,2,4,29,199,Missouri,Scotland County,4902,-36,73,40,-9,33,0,76,14.83739837,8.130081301
50,2,4,29,201,Missouri,Scott County,38280,-261,482,454,42,28,-6,559,12.54865206,11.81968472
50,2,4,29,203,Missouri,Shannon County,8166,-23,92,81,19,11,0,80,11.25038215,9.905227759
50,2,4,29,205,Missouri,Shelby County,5930,-67,76,51,-3,25,0,198,12.74419385,8.552024818
50,2,4,29,207,Missouri,Stoddard County,29025,-239,328,388,3,-60,-2,690,11.25426753,13.312975
50,2,4,29,209,Missouri,Stone County,31952,251,253,403,19,-150,-5,300,7.949350384,12.66240397
50,2,4,29,211,Missouri,Sullivan County,6089,-144,86,71,18,15,10,108,13.95877293,11.52410323
50,2,4,29,213,Missouri,Taney County,55928,209,615,555,29,60,7,1755,11.01686566,9.942049495
50,2,4,29,215,Missouri,Texas County,25398,-108,268,290,-19,-22,-11,1891,10.52962439,11.39399654
50,2,4,29,217,Missouri,Vernon County,20563,71,242,227,7,15,3,868,11.78906345,11.05833638
50,2,4,29,219,Missouri,Warren County,35649,883,416,313,62,103,7,317,11.81566428,8.890151246
50,2,4,29,221,Missouri,Washington County,24730,-203,274,271,16,3,-1,1092,11.03437167,10.91355738
50,2,4,29,223,Missouri,Wayne County,12873,-259,124,201,-24,-77,-2,133,9.536627572,15.45856566
50,2,4,29,225,Missouri,Webster County,39592,413,572,378,29,194,0,927,14.5231113,9.597440683
50,2,4,29,227,Missouri,Worth County,2013,-13,23,18,-5,5,0,52,11.38895766,8.913097301
50,2,4,29,229,Missouri,Wright County,18289,102,243,243,1,0,-7,195,13.32382937,13.32382937
50,2,4,29,510,Missouri,St. Louis city,300576,-2843,3938,3079,560,859,734,11599,13.03984305,10.19544864
40,4,8,30,0,Montana,Montana,1068778,8113,11618,9870,653,1748,322,28943,10.91177364,9.270029768
50,4,8,30,1,Montana,Beaverhead County,9453,41,77,99,10,-22,13,442,8.163265306,10.49562682
50,4,8,30,3,Montana,Big Horn County,13319,-46,244,132,44,112,12,137,18.28811273,9.89356918
50,4,8,30,5,Montana,Blaine County,6681,-93,81,63,16,18,4,220,12.04013378,9.364548495
50,4,8,30,7,Montana,Broadwater County,6237,165,60,51,7,9,-1,52,9.748964173,8.286619547
50,4,8,30,9,Montana,Carbon County,10725,34,73,86,-19,-13,2,53,6.817332835,8.031378409
50,4,8,30,11,Montana,Carter County,1252,22,19,15,3,4,0,11,15.31023368,12.08702659
50,4,8,30,13,Montana,Cascade County,81366,-322,1054,785,82,269,6,2484,12.92823237,9.628711961
50,4,8,30,15,Montana,Chouteau County,5635,-105,44,64,-7,-20,1,135,7.736263736,11.25274725
50,4,8,30,17,Montana,Custer County,11402,-190,126,148,-8,-22,2,429,10.95938071,12.87292337
50,4,8,30,19,Montana,Daniels County,1690,-39,17,14,-6,3,1,41,9.944428195,8.189529102
50,4,8,30,21,Montana,Dawson County,8613,-67,73,83,13,-10,-1,498,8.442722489,9.599259816
50,4,8,30,23,Montana,Deer Lodge County,9140,11,69,120,-15,-51,-3,853,7.553779627,13.13700805
50,4,8,30,25,Montana,Fallon County,2846,-66,37,26,4,11,0,34,12.85168461,9.030913512
50,4,8,30,27,Montana,Fergus County,11050,-67,104,130,-12,-26,10,465,9.383317544,11.72914693
50,4,8,30,29,Montana,Flathead County,103806,1789,1113,917,76,196,-42,993,10.81511784,8.91056879
50,4,8,30,31,Montana,Gallatin County,114434,2752,1262,612,142,650,111,3273,11.16241221,5.413150772
50,4,8,30,33,Montana,Garfield County,1258,1,14,12,-2,2,0,0,11.1332008,9.542743539
50,4,8,30,35,Montana,Glacier County,13753,-75,238,142,-5,96,3,690,17.2582575,10.29694355
50,4,8,30,37,Montana,Golden Valley County,821,-1,12,5,-5,7,0,89,14.60742544,6.086427267
50,4,8,30,39,Montana,Granite County,3379,8,16,34,-6,-18,4,40,4.740740741,10.07407407
50,4,8,30,41,Montana,Hill County,16484,142,289,161,37,128,7,593,17.60799366,9.809297508
50,4,8,30,43,Montana,Jefferson County,12221,127,105,138,-10,-33,2,230,8.636644047,11.35101789
50,4,8,30,45,Montana,Judith Basin County,2007,61,12,14,3,-2,1,0,6.071338224,7.083227928
50,4,8,30,47,Montana,Lake County,30458,238,317,331,30,-14,-5,585,10.44859752,10.91004977
50,4,8,30,49,Montana,Lewis and Clark County,69432,810,742,653,26,89,-17,1961,10.7494169,9.460066351
50,4,8,30,51,Montana,Liberty County,2337,-79,16,20,-1,-4,-1,403,6.732589943,8.415737429
50,4,8,30,53,Montana,Lincoln County,19980,183,158,282,13,-124,9,209,7.944289414,14.17904819
50,4,8,30,55,Montana,McCone County,1664,-5,16,15,4,1,0,19,9.600960096,9.00090009
50,4,8,30,57,Montana,Madison County,8600,70,53,78,4,-25,0,163,6.187974314,9.106830123
50,4,8,30,59,Montana,Meagher County,1862,5,12,17,-8,-5,1,174,6.453347674,9.142242538
50,4,8,30,61,Montana,Mineral County,4397,90,37,56,0,-19,-2,22,8.501838235,12.86764706
50,4,8,30,63,Montana,Missoula County,119600,960,1131,887,109,244,112,3645,9.494627267,7.446272666
50,4,8,30,65,Montana,Musselshell County,4633,1,41,70,6,-29,3,52,8.850512682,15.11063141
50,4,8,30,67,Montana,Park County,16606,-42,154,166,-4,-12,-4,108,9.262043664,9.983761352
50,4,8,30,69,Montana,Petroleum County,487,-25,2,8,-2,-6,0,0,4.004004004,16.01601602
50,4,8,30,71,Montana,Phillips County,3954,-106,42,47,-5,-5,0,127,10.4816571,11.72947342
50,4,8,30,73,Montana,Pondera County,5911,-49,77,56,-1,21,13,645,12.97279084,9.434756971
50,4,8,30,75,Montana,Powder River County,1682,-38,21,17,-2,4,0,35,12.34567901,9.994121105
50,4,8,30,77,Montana,Powell County,6890,-63,57,84,-13,-27,1,1698,8.235209131,12.13609767
50,4,8,30,79,Montana,Prairie County,1077,7,12,7,-7,5,0,21,11.17838845,6.520726595
50,4,8,30,81,Montana,Ravalli County,43806,640,370,484,-7,-114,-17,479,8.50848549,11.13001886
50,4,8,30,83,Montana,Richland County,10803,-52,125,81,14,44,-16,34,11.54307877,7.479915043
50,4,8,30,85,Montana,Roosevelt County,11004,-65,205,170,19,35,6,186,18.57472931,15.40343406
50,4,8,30,87,Montana,Rosebud County,8937,-103,137,98,10,39,1,65,15.24169773,10.90282027
50,4,8,30,89,Montana,Sanders County,12113,266,112,128,6,-16,-1,188,9.348914858,10.68447412
50,4,8,30,91,Montana,Sheridan County,3309,-77,41,49,-17,-8,0,85,12.24794623,14.6377894
50,4,8,30,93,Montana,Silver Bow County,34915,176,364,419,-29,-55,51,999,10.45166107,12.03089557
50,4,8,30,95,Montana,Stillwater County,9642,159,77,82,19,-5,9,112,8.052287582,8.575163399
50,4,8,30,97,Montana,Sweet Grass County,3737,34,34,33,1,1,2,45,9.139784946,8.870967742
50,4,8,30,99,Montana,Teton County,6147,30,77,61,-8,16,6,461,12.55707763,9.947814742
50,4,8,30,101,Montana,Toole County,4736,-99,63,44,11,19,-4,669,13.16476857,9.194441542
50,4,8,30,103,Montana,Treasure County,696,23,8,2,-1,6,0,0,11.68736304,2.92184076
50,4,8,30,105,Montana,Valley County,7396,-10,85,58,7,27,2,126,11.48493447,7.836778814
50,4,8,30,107,Montana,Wheatland County,2126,-58,26,21,-5,5,-2,147,12.0649652,9.744779582
50,4,8,30,109,Montana,Wibaux County,969,-61,10,10,-1,0,0,24,10.0050025,10.0050025
50,4,8,30,111,Montana,Yellowstone County,161300,1271,1857,1485,143,372,43,3694,11.55824716,9.242863234
40,2,4,31,0,Nebraska,Nebraska,1934408,8794,25343,15582,2856,9761,3295,51012,13.13101324,8.073529115
50,2,4,31,1,Nebraska,Adams County,31363,-151,391,316,-1,75,59,1232,12.43698014,10.05137014
50,2,4,31,3,Nebraska,Antelope County,6298,-10,80,59,21,21,4,54,12.69236871,9.360621926
50,2,4,31,5,Nebraska,Arthur County,463,1,3,3,2,0,0,0,6.486486487,6.486486487
50,2,4,31,7,Nebraska,Banner County,745,20,9,3,0,6,0,0,12.24489796,4.081632653
50,2,4,31,9,Nebraska,Blaine County,465,-15,6,4,0,2,0,0,12.6984127,8.465608466
50,2,4,31,11,Nebraska,Boone County,5192,-49,56,62,11,-6,2,97,10.73516726,11.88536375
50,2,4,31,13,Nebraska,Box Butte County,10783,50,124,97,7,27,2,144,11.52630601,9.016545826
50,2,4,31,15,Nebraska,Boyd County,1919,-31,14,19,-2,-5,1,32,7.237012148,9.821659344
50,2,4,31,17,Nebraska,Brown County,2955,-12,27,32,0,-5,0,31,9.118541033,10.80715974
50,2,4,31,19,Nebraska,Buffalo County,49659,307,632,369,96,263,38,2056,12.7662583,7.453717264
50,2,4,31,21,Nebraska,Burt County,6459,-27,64,98,-7,-34,1,124,9.88798764,15.14098107
50,2,4,31,23,Nebraska,Butler County,8016,-27,87,85,-20,2,0,168,10.83504577,10.58596426
50,2,4,31,25,Nebraska,Cass County,26248,59,267,232,-23,35,7,253,10.18364895,8.848713695
50,2,4,31,27,Nebraska,Cedar County,8402,-51,103,93,-11,10,1,137,12.22189261,11.0353011
50,2,4,31,29,Nebraska,Chase County,3924,-13,45,53,-7,-8,9,65,11.44892507,13.48428953
50,2,4,31,31,Nebraska,Cherry County,5689,-74,77,57,-17,20,-2,40,13.44743276,9.954593084
50,2,4,31,33,Nebraska,Cheyenne County,8910,-372,86,84,-5,2,-3,101,9.454705365,9.234828496
50,2,4,31,35,Nebraska,Clay County,6203,1,80,69,-5,11,-1,69,12.89802499,11.12454655
50,2,4,31,37,Nebraska,Colfax County,10709,-25,193,72,34,121,120,76,18.00121252,6.715478245
50,2,4,31,39,Nebraska,Cuming County,8846,-89,105,83,18,22,-2,124,11.81035937,9.335807885
50,2,4,31,41,Nebraska,Custer County,10777,-53,125,128,-10,-3,-2,132,11.57032443,11.84801222
50,2,4,31,43,Nebraska,Dakota County,20026,24,361,129,43,232,0,249,18.03737384,6.445488158
50,2,4,31,45,Nebraska,Dawes County,8589,-116,77,81,3,-4,6,1001,8.904822482,9.367410663
50,2,4,31,47,Nebraska,Dawson County,23595,-149,404,196,18,208,116,295,17.06837914,8.28069879
50,2,4,31,49,Nebraska,Deuel County,1794,-27,13,15,-7,-2,1,0,7.192254495,8.298755187
50,2,4,31,51,Nebraska,Dixon County,5636,-64,76,55,15,21,8,73,13.40860974,9.703599153
50,2,4,31,53,Nebraska,Dodge County,36565,-160,454,400,21,54,61,1123,12.38913904,10.915541
50,2,4,31,55,Nebraska,Douglas County,571327,4936,8236,3996,1170,4240,1396,12463,14.47810442,7.024587815
50,2,4,31,57,Nebraska,Dundy County,1693,-71,16,24,-2,-8,-3,32,9.25658085,13.88487128
50,2,4,31,59,Nebraska,Fillmore County,5462,-73,65,66,-17,-1,0,189,11.82140584,12.00327362
50,2,4,31,61,Nebraska,Franklin County,2979,-34,35,27,3,8,0,18,11.68224299,9.012016021
50,2,4,31,63,Nebraska,Frontier County,2627,27,24,15,6,9,0,113,9.183087813,5.739429883
50,2,4,31,65,Nebraska,Furnas County,4676,-25,56,55,-16,1,0,62,11.94411859,11.73083076
50,2,4,31,67,Nebraska,Gage County,21513,18,228,255,-32,-27,1,485,10.60267857,11.85825893
50,2,4,31,69,Nebraska,Garden County,1837,-53,19,18,2,1,0,20,10.19586799,9.659243359
50,2,4,31,71,Nebraska,Garfield County,1969,-5,18,29,-15,-11,0,50,9.130103982,14.70961197
50,2,4,31,73,Nebraska,Gosper County,1990,-6,20,18,-10,2,0,41,10.03512293,9.031610637
50,2,4,31,75,Nebraska,Grant County,623,-34,10,4,-1,6,0,3,15.625,6.25
50,2,4,31,77,Nebraska,Greeley County,2356,1,29,23,4,6,0,57,12.31161112,9.764381235
50,2,4,31,79,Nebraska,Hall County,61353,67,953,523,116,430,208,1011,15.54154877,8.529097595
50,2,4,31,81,Nebraska,Hamilton County,9324,64,106,84,6,22,-1,122,11.40766251,9.040034438
50,2,4,31,83,Nebraska,Harlan County,3380,-6,31,39,3,-8,0,45,9.163464381,11.52822938
50,2,4,31,85,Nebraska,Hayes County,922,5,20,5,2,15,1,0,21.7509516,5.437737901
50,2,4,31,87,Nebraska,Hitchcock County,2762,-39,20,37,-9,-17,0,26,7.190364911,13.30217509
50,2,4,31,89,Nebraska,Holt County,10067,-81,139,120,1,19,6,105,13.75216423,11.872372
50,2,4,31,91,Nebraska,Hooker County,682,6,6,7,1,-1,0,23,8.8365243,10.30927835
50,2,4,31,93,Nebraska,Howard County,6445,-12,72,59,17,13,0,67,11.1610603,9.145868858
50,2,4,31,95,Nebraska,Jefferson County,7046,-52,73,82,-8,-9,10,93,10.32239819,11.59502262
50,2,4,31,97,Nebraska,Johnson County,5071,-44,41,57,4,-16,2,1036,8.05026507,11.19183193
50,2,4,31,99,Nebraska,Kearney County,6495,-44,80,62,-11,18,-1,73,12.27558693,9.513579868
50,2,4,31,101,Nebraska,Keith County,8034,31,85,82,-21,3,-5,25,10.60048638,10.22635156
50,2,4,31,103,Nebraska,Keya Paha County,806,0,6,8,-2,-2,0,0,7.444168735,9.925558313
50,2,4,31,105,Nebraska,Kimball County,3632,54,34,43,6,-9,1,50,9.431345354,11.92787795
50,2,4,31,107,Nebraska,Knox County,8332,-73,100,99,-20,1,2,201,11.9495728,11.83007708
50,2,4,31,109,Nebraska,Lancaster County,319090,2563,3883,2145,646,1738,799,15145,12.21804955,6.749347484
50,2,4,31,111,Nebraska,Lincoln County,34914,-234,414,346,12,68,17,612,11.81810397,9.876966116
50,2,4,31,113,Nebraska,Logan County,748,-7,6,8,3,-2,2,0,7.984031936,10.64537592
50,2,4,31,115,Nebraska,Loup County,664,47,8,6,-3,2,0,0,12.490242,9.367681499
50,2,4,31,117,Nebraska,McPherson County,494,4,3,2,-1,1,0,0,6.097560976,4.06504065
50,2,4,31,119,Nebraska,Madison County,35099,-90,497,369,68,128,71,1215,14.14181653,10.49965855
50,2,4,31,121,Nebraska,Merrick County,7755,22,86,81,-9,5,0,195,11.1053719,10.45971074
50,2,4,31,123,Nebraska,Morrill County,4642,-32,45,42,-7,3,3,80,9.660798626,9.016745384
50,2,4,31,125,Nebraska,Nance County,3519,13,37,28,7,9,1,141,10.53380783,7.971530249
50,2,4,31,127,Nebraska,Nemaha County,6972,15,101,67,-12,34,3,464,14.50211788,9.620216814
50,2,4,31,129,Nebraska,Nuckolls County,4148,-59,43,61,6,-18,4,42,10.29323758,14.60203471
50,2,4,31,131,Nebraska,Otoe County,16012,29,192,154,-16,38,31,257,12.00187529,9.626504141
50,2,4,31,133,Nebraska,Pawnee County,2613,-10,33,31,-5,2,0,40,12.60504202,11.84110008
50,2,4,31,135,Nebraska,Perkins County,2891,-11,33,26,3,7,1,31,11.39306059,8.976350768
50,2,4,31,137,Nebraska,Phelps County,9034,28,116,92,-11,24,5,246,12.86031042,10.19955654
50,2,4,31,139,Nebraska,Pierce County,7148,3,87,67,10,20,0,103,12.17379137,9.375218639
50,2,4,31,141,Nebraska,Platte County,33470,183,461,281,90,180,73,471,13.81128571,8.418592807
50,2,4,31,143,Nebraska,Polk County,5213,-27,61,63,-3,-2,3,105,11.67129054,12.0539558
50,2,4,31,145,Nebraska,Red Willow County,10724,19,135,123,11,12,7,415,12.59974801,11.47977041
50,2,4,31,147,Nebraska,Richardson County,7865,-73,90,118,15,-28,1,144,11.39024236,14.93387332
50,2,4,31,149,Nebraska,Rock County,1357,6,13,14,-2,-1,0,26,9.601181684,10.33973412
50,2,4,31,151,Nebraska,Saline County,14224,-112,190,131,21,59,60,908,13.30532213,9.173669468
50,2,4,31,153,Nebraska,Sarpy County,187196,3134,2490,1069,490,1421,107,1263,13.41385236,5.758798464
50,2,4,31,155,Nebraska,Saunders County,21578,304,247,202,37,45,3,336,11.52805003,9.427798002
50,2,4,31,157,Nebraska,Scotts Bluff County,35618,-307,454,388,40,66,23,850,12.69166795,10.84662371
50,2,4,31,159,Nebraska,Seward County,17284,11,194,162,11,32,9,1342,11.22782649,9.375813873
50,2,4,31,161,Nebraska,Sheridan County,5246,57,57,63,-13,-6,3,142,10.9247724,12.07474844
50,2,4,31,163,Nebraska,Sherman County,3001,-43,37,38,4,-1,0,56,12.24152192,12.57237386
50,2,4,31,165,Nebraska,Sioux County,1166,-20,12,3,1,9,0,0,10.20408163,2.551020408
50,2,4,31,167,Nebraska,Stanton County,5920,-50,68,38,24,30,3,3,11.43818335,6.391925988
50,2,4,31,169,Nebraska,Thayer County,5003,-36,47,73,6,-26,2,89,9.360685123,14.53893647
50,2,4,31,171,Nebraska,Thomas County,722,8,6,0,3,6,0,2,8.356545961,0
50,2,4,31,173,Nebraska,Thurston County,7224,-50,152,83,20,69,1,51,20.96840944,11.44985515
50,2,4,31,175,Nebraska,Valley County,4158,-39,46,46,-1,0,8,45,11.01137044,11.01137044
50,2,4,31,177,Nebraska,Washington County,20729,112,207,176,26,31,10,135,10.01306051,8.51352005
50,2,4,31,179,Nebraska,Wayne County,9385,67,95,68,7,27,1,1037,10.15879805,7.271560712
50,2,4,31,181,Nebraska,Webster County,3487,-47,39,47,-7,-8,0,156,11.10952856,13.38840621
50,2,4,31,183,Nebraska,Wheeler County,783,-19,7,5,4,2,0,0,8.832807571,6.309148265
50,2,4,31,185,Nebraska,York County,13679,-69,170,135,30,35,1,779,12.39654355,9.844313997
40,4,8,32,0,Nevada,Nevada,3080156,52815,35932,25610,3959,10322,-970,37663,11.76652236,8.386414271
50,4,8,32,1,Nevada,Churchill County,24909,403,327,260,35,67,-5,314,13.23484772,10.52312051
50,4,8,32,3,Nevada,Clark County,2266715,40600,27048,17919,3304,9129,-360,23015,12.04051789,7.976709557
50,4,8,32,5,Nevada,Douglas County,48905,416,287,549,15,-262,-16,230,5.893586874,11.2737951
50,4,8,32,7,Nevada,Elko County,52778,239,775,371,149,404,-45,792,14.71747201,7.04539628
50,4,8,32,9,Nevada,Esmeralda County,873,46,6,7,4,-1,0,1,7.058823529,8.235294118
50,4,8,32,11,Nevada,Eureka County,2029,31,12,10,-8,2,0,1,5.959771542,4.966476285
50,4,8,32,13,Nevada,Humboldt County,16831,53,221,112,46,109,-1,183,13.15123925,6.664881431
50,4,8,32,15,Nevada,Lander County,5532,-15,76,37,15,39,-2,16,13.71964979,6.679303186
50,4,8,32,17,Nevada,Lincoln County,5183,-54,55,62,-6,-7,-2,291,10.55662188,11.90019194
50,4,8,32,19,Nevada,Lyon County,57510,1697,664,619,9,45,-46,360,11.71871553,10.92452547
50,4,8,32,21,Nevada,Mineral County,4505,-39,57,100,6,-43,0,52,12.59807714,22.10188971
50,4,8,32,23,Nevada,Nye County,46523,1337,379,735,-43,-356,-63,1165,8.265273855,16.02896117
50,4,8,32,27,Nevada,Pershing County,6725,40,53,43,-5,10,0,1803,7.904548844,6.413124534
50,4,8,32,29,Nevada,Storey County,4123,142,11,21,-1,-10,-4,5,2.714708786,5.182625864
50,4,8,32,31,Nevada,Washoe County,471519,7165,5259,4032,499,1227,-387,5310,11.2387044,8.616553742
50,4,8,32,33,Nevada,White Pine County,9580,40,104,96,-16,8,4,1301,10.87866109,10.041841
50,4,8,32,510,Nevada,Carson City,55916,714,598,637,-44,-39,-43,2824,10.76333267,11.46528915
40,1,1,33,0,New Hampshire,New Hampshire,1359711,6246,12004,12125,731,-121,1947,41073,8.848670341,8.937864702
50,1,1,33,1,New Hampshire,Belknap County,61303,158,478,775,26,-297,28,1060,7.807395793,12.6584346
50,1,1,33,3,New Hampshire,Carroll County,48910,156,325,582,-28,-257,10,426,6.655471822,11.91841416
50,1,1,33,5,New Hampshire,Cheshire County,76085,184,636,718,37,-82,52,4078,8.369191899,9.448238654
50,1,1,33,7,New Hampshire,Coos County,31563,77,225,419,-16,-194,-2,2370,7.137305905,13.29124966
50,1,1,33,9,New Hampshire,Grafton County,89886,185,681,830,-8,-149,131,7102,7.584067889,9.243430761
50,1,1,33,11,New Hampshire,Hillsborough County,417025,2395,4148,3390,496,758,1002,7541,9.975290235,8.152418972
50,1,1,33,13,New Hampshire,Merrimack County,151391,741,1305,1388,13,-83,279,6656,8.641210961,9.190805222
50,1,1,33,15,New Hampshire,Rockingham County,309769,1482,2663,2519,81,144,181,2311,8.617342118,8.151364925
50,1,1,33,17,New Hampshire,Strafford County,130633,836,1163,1072,116,91,259,8802,8.931382713,8.232538494
50,1,1,33,19,New Hampshire,Sullivan County,43146,32,380,432,14,-52,7,727,8.810572687,10.01623
40,1,2,34,0,New Jersey,New Jersey,8882190,-3835,99501,75723,9432,23778,21284,180487,11.19988699,8.523422302
50,1,2,34,1,New Jersey,Atlantic County,263670,-319,2718,2793,252,-75,271,5986,10.30210799,10.58638249
50,1,2,34,3,New Jersey,Bergen County,932202,-614,9153,7248,693,1905,1909,10435,9.815454864,7.772579139
50,1,2,34,5,New Jersey,Burlington County,445349,604,4333,4022,281,311,120,11491,9.73605035,9.037247751
50,1,2,34,7,New Jersey,Camden County,506471,118,5923,4741,521,1182,556,7521,11.69601036,9.36194245
50,1,2,34,9,New Jersey,Cape May County,92039,-407,734,1299,-115,-565,-15,2592,7.9572865,14.08244573
50,1,2,34,11,New Jersey,Cumberland County,149527,-1108,1757,1435,188,322,74,9932,11.70701155,9.561503455
50,1,2,34,13,New Jersey,Essex County,798975,405,10165,6457,1145,3708,3009,23214,12.72577611,8.083653356
50,1,2,34,15,New Jersey,Gloucester County,291636,111,2841,2694,353,147,61,4237,9.743449922,9.239300982
50,1,2,34,17,New Jersey,Hudson County,672391,460,10019,4371,1530,5648,5294,9528,14.90565504,6.502906298
50,1,2,34,19,New Jersey,Hunterdon County,124371,-436,972,1009,12,-37,63,3335,7.801651831,8.09862829
50,1,2,34,21,New Jersey,Mercer County,367430,-758,4021,2987,336,1034,1182,19839,10.93230454,8.121062834
50,1,2,34,23,New Jersey,Middlesex County,825062,-1110,8907,6284,1105,2623,3354,23395,10.7882953,7.611277384
50,1,2,34,25,New Jersey,Monmouth County,618795,-1664,5644,5867,262,-223,191,6726,9.108705721,9.468599658
50,1,2,34,27,New Jersey,Morris County,491845,-1225,4568,3857,381,711,628,8340,9.275927364,7.832147952
50,1,2,34,29,New Jersey,Ocean County,607186,5708,8555,7091,317,1464,42,7240,14.1561261,11.73361662
50,1,2,34,31,New Jersey,Passaic County,501826,-1357,6602,3769,975,2833,1837,10168,13.1381908,7.500430344
50,1,2,34,33,New Jersey,Salem County,62385,-361,684,756,-4,-72,9,1257,10.9325427,12.08333666
50,1,2,34,35,New Jersey,Somerset County,328934,-1247,3033,2613,391,420,598,5435,9.203249812,7.928813637
50,1,2,34,37,New Jersey,Sussex County,140488,-313,1207,1266,97,-59,-5,1664,8.581921085,9.00141847
50,1,2,34,39,New Jersey,Union County,556341,-61,6738,4195,720,2543,2002,6177,12.11061314,7.539926111
50,1,2,34,41,New Jersey,Warren County,105267,-261,927,969,-8,-42,104,1975,8.79527503,9.193766456
40,4,8,35,0,New Mexico,New Mexico,2096829,4088,23125,18388,2813,4737,1546,42907,11.03931907,8.777989149
50,4,8,35,1,New Mexico,Bernalillo County,679121,1087,7130,5949,967,1181,773,11898,10.50727441,8.766868928
50,4,8,35,3,New Mexico,Catron County,3527,-27,10,28,-2,-18,0,106,2.824459822,7.908487502
50,4,8,35,5,New Mexico,Chaves County,64615,61,819,635,50,184,26,1776,12.68106125,9.832080453
50,4,8,35,6,New Mexico,Cibola County,26675,-91,306,263,69,43,9,2576,11.45188151,9.84263019
50,4,8,35,7,New Mexico,Colfax County,11941,-130,110,124,-3,-14,-3,408,9.162085624,10.32816925
50,4,8,35,9,New Mexico,Curry County,48954,-384,824,378,150,446,-8,1495,16.76636959,7.691368575
50,4,8,35,11,New Mexico,De Baca County,1748,-31,13,16,6,-3,1,9,7.371703998,9.072866459
50,4,8,35,13,New Mexico,Doña Ana County,218195,917,2630,1615,350,1015,128,4384,12.07882004,7.417222193
50,4,8,35,15,New Mexico,Eddy County,58460,731,805,550,90,255,47,1000,13.85673343,9.467333396
50,4,8,35,17,New Mexico,Grant County,26998,-305,256,325,-22,-69,-10,586,9.428923961,11.97031362
50,4,8,35,19,New Mexico,Guadalupe County,4300,-34,41,43,-4,-2,0,576,9.497336113,9.960620802
50,4,8,35,21,New Mexico,Harding County,625,-25,2,9,-2,-7,0,0,3.137254902,14.11764706
50,4,8,35,23,New Mexico,Hidalgo County,4198,-33,41,51,10,-10,1,64,9.728318899,12.10107961
50,4,8,35,25,New Mexico,Lea County,71070,1527,1086,507,53,579,22,2072,15.44665145,7.211282029
50,4,8,35,27,New Mexico,Lincoln County,19572,54,174,207,-27,-33,18,116,8.902532617,10.59094398
50,4,8,35,28,New Mexico,Los Alamos County,19369,381,173,111,-7,62,62,94,9.020517767,5.787731053
50,4,8,35,29,New Mexico,Luna County,23709,-168,346,281,-9,65,16,548,14.54209221,11.81019628
50,4,8,35,31,New Mexico,McKinley County,71367,-544,817,642,152,175,17,774,11.40440263,8.961599129
50,4,8,35,33,New Mexico,Mora County,4521,34,30,37,8,-7,0,8,6.660746004,8.214920071
50,4,8,35,35,New Mexico,Otero County,67490,831,934,615,114,319,263,2317,13.92481495,9.168909198
50,4,8,35,37,New Mexico,Quay County,8253,11,90,95,-15,-5,16,22,10.9123977,11.51864201
50,4,8,35,39,New Mexico,Rio Arriba County,38921,-102,417,459,81,-42,30,425,10.69998974,11.77768654
50,4,8,35,41,New Mexico,Roosevelt County,18500,-259,253,145,30,108,34,1078,13.5806114,7.783354357
50,4,8,35,43,New Mexico,Sandoval County,146748,1652,1405,1145,212,260,-22,760,9.628431628,7.846657804
50,4,8,35,45,New Mexico,San Juan County,123958,-1541,1410,1109,255,301,-12,1738,11.30455349,8.89131193
50,4,8,35,47,New Mexico,San Miguel County,27277,-203,247,271,58,-24,41,1296,9.021677594,9.898277846
50,4,8,35,49,New Mexico,Santa Fe County,150358,597,1189,1191,128,-2,63,2632,7.923523669,7.936851716
50,4,8,35,51,New Mexico,Sierra County,10791,-158,98,236,-13,-138,1,265,9.015639374,21.71113156
50,4,8,35,53,New Mexico,Socorro County,16637,-67,175,148,-20,27,47,581,10.49758556,8.87795807
50,4,8,35,55,New Mexico,Taos County,32723,24,271,317,-2,-46,-14,470,8.28467488,9.690929657
50,4,8,35,57,New Mexico,Torrance County,15461,-51,153,150,29,3,23,611,9.879572531,9.685855423
50,4,8,35,59,New Mexico,Union County,4059,-49,38,37,0,1,-2,670,9.305742623,9.060854659
50,4,8,35,61,New Mexico,Valencia County,76688,383,832,699,127,133,-21,1552,10.8763146,9.137672965
40,1,2,36,0,New York,New York,19453561,-76790,222924,164817,26315,58107,45753,568613,11.43671779,8.455641907
50,1,2,36,1,New York,Albany County,305506,-1079,3024,2776,222,248,546,17251,9.880883725,9.0705467
50,1,2,36,3,New York,Allegany County,46091,-241,445,460,47,-15,28,4223,9.629637644,9.954232172
50,1,2,36,5,New York,Bronx County,1418207,-13880,19674,11145,3263,8529,8697,44007,13.80489171,7.820245912
50,1,2,36,7,New York,Broome County,190488,-1437,1920,2113,66,-193,248,11131,10.04149964,11.05087955
50,1,2,36,9,New York,Cattaraugus County,76117,-609,801,848,-3,-47,5,2554,10.4813436,11.09635378
